imię,nazwisko,ulica,numer_domu,miasto,numer_telefonu,wiek
Rozalia,Frycz,Mokra,51,Biłgoraj,887 849 705,76
Jeremi,Amanowicz,Pogodna,30,Malbork,787 012 716,52
Dariusz,Midura,Widokowa,145,Krotoszyn,510 544 492,69
Jan,Sakwa,Zielna,69,Kętrzyn,+48 22 201 48 09,59
Miłosz,Kiełbowicz,Targowa,63,Sieradz,+48 515 649 792,66
Blanka,Łodyga,Akacjowa,140,Wałbrzych,735 880 224,55
Monika,Płaneta,Żabia,148,Świecie,514 722 640,25
Maksymilian,Pachołek,Hutnicza,73,Sandomierz,507 087 913,42
Gaja,Wyłupek,Skargi,27,Radom,+48 532 771 568,49
Natan,Filiks,Pułaskiego,81,Żyrardów,604 242 253,76
Adam,Grund,Gałczynskiego,3,Kętrzyn,501 784 363,20
Rozalia,Rok,Topolowa,75,Świecie,+48 791 962 472,63
Iwo,Składanek,Rybacka,4,Polkowice,32 511 76 45,59
Maurycy,Dybiec,Sowia,137,Częstochowa,511 646 539,63
Marianna,Wojsław,Andersa,72,Ostrów Wielkopolski,669 312 265,66
Malwina,Beker,Mostowa,64,Kołobrzeg,508 527 208,39
Aleksander,Mak,Cegielniana,98,Ostrów Mazowiecka,+48 666 525 334,69
Adrianna,Hadaś,Piwna,132,Tarnobrzeg,796 914 629,30
Ksawery,Merchel,Wojska Polskiego,137,Oświęcim,+48 577 534 938,59
Urszula,Kurzaj,Partyzantów,137,Wieluń,+48 692 869 153,69
Liwia,Sygut,Mazurska,39,Biłgoraj,729 357 225,58
Tomasz,Szpara,Chabrowa,82,Police,882 280 418,25
Róża,Czapiga,Jana Sobieskiego,18,Legionowo,695 355 430,43
Artur,Karłowicz,Glówna,70,Opole,791 234 364,63
Inga,Kołtuniak,Spacerowa,103,Zawiercie,+48 515 178 064,78
Dagmara,Langa,Skośna,100,Marki,533 466 036,51
Karol,Kara,Niecała,33,Tarnów,+48 536 153 567,54
Ewelina,Chmara,Źródlana,94,Kutno,603 333 787,58
Nela,Parkitny,Tuwima,131,Koszalin,+48 570 112 472,35
Karina,Friedrich,Borowa,133,Racibórz,+48 22 825 36 16,19
Klara,Sobel,Moniuszki,25,Będzin,576 521 867,54
Łukasz,Winek,Makowa,77,Tarnów,608 177 134,67
Oliwier,Malecha,Tylna,81,Swarzędz,604 504 276,19
Natasza,Korniak,Listopada,20,Dzierżoniów,607 367 816,18
Olgierd,Pysz,Lipca,76,Brzeg,+48 731 886 545,62
Aurelia,Golisz,Maja,30,Pszczyna,+48 574 559 571,72
Mieszko,Kurda,Górska,102,Oława,+48 664 810 086,54
Piotr,Czermak,Topolowa,5,Włocławek,+48 32 751 38 38,36
Marcelina,Kaluga,Orzechowa,66,Koło,515 920 198,56
Bianka,Lepka,Piłsudskiego,44,Tczew,22 994 96 00,51
Justyna,Borysewicz,Północna,91,Toruń,32 065 87 92,59
Filip,Tabisz,Sosnowa,122,Dzierżoniów,+48 32 632 30 63,67
Klara,Skałka,Owocowa,125,Cieszyn,+48 32 986 44 94,30
Lidia,Bejnarowicz,Jabłoniowa,74,Myszków,+48 662 127 196,23
Olgierd,Sakwa,Działkowa,132,Mława,+48 22 606 12 71,43
Nataniel,Sadoch,Plażowa,129,Sopot,+48 570 865 030,61
Robert,Noculak,Tulipanowa,149,Kraków,32 022 89 96,26
Grzegorz,Obuchowicz,Szczęśliwa,153,Częstochowa,+48 517 074 961,44
Adrian,Durys,Północna,127,Gorzów Wielkopolski,22 944 76 80,62
Jakub,Kunc,Nałkowskiej,62,Jastrzębie-Zdrój,22 929 84 25,23
Ada,Hawrylak,Kaliska,140,Koszalin,+48 733 071 622,74
Wiktor,Hanzel,Norwida,154,Żagań,511 583 031,50
Mieszko,Węgrzyniak,Okrężna,114,Zgorzelec,+48 607 371 386,32
Witold,Jarosiewicz,Konwaliowa,123,Stargard Szczeciński,504 937 745,79
Malwina,Gołota,Sportowa,38,Ciechanów,576 607 565,63
Rafał,Oleksiewicz,Brzoskwiniowa,2,Knurów,+48 579 394 028,75
Anita,Blank,Wolności,110,Konin,785 719 873,62
Anastazja,Plizga,Spółdzielcza,102,Gniezno,22 211 43 45,54
Sebastian,Jaremek,Topolowa,87,Świdnica,+48 783 331 426,40
Tadeusz,Zbroszczyk,Maczka,78,Oława,+48 22 364 30 69,59
Inga,Dudziec,Jabłoniowa,42,Skarżysko-Kamienna,503 659 414,68
Kornel,Pabis,Leśna,13,Żary,+48 724 920 073,77
Gaja,Morys,Maczka,55,Zduńska Wola,+48 736 416 549,75
Radosław,Jaśko,Mazowiecka,142,Żagań,+48 695 714 534,46
Janina,Pazdan,Jeziorna,37,Oświęcim,+48 723 302 425,24
Konrad,Latek,Południowa,48,Ciechanów,532 494 063,29
Olgierd,Dawiec,Słowicza,59,Zabrze,697 075 239,37
Eliza,Macha,Ptasia,2,Ostrołęka,698 359 103,61
Stefan,Hawrylak,Parkowa,101,Żagań,533 717 171,64
Józef,Gosek,Sportowa,46,Wałbrzych,+48 22 830 27 68,35
Ernest,Jaśkowiec,Waryńskiego,146,Krotoszyn,+48 665 332 696,37
Gaja,Broniek,Turystyczna,52,Suwałki,+48 512 871 502,28
Ernest,Podkowa,Szymanowskiego,25,Brzeg,+48 668 125 565,64
Urszula,Preuss,Kazimierza Wielkiego,7,Słupsk,+48 576 793 992,80
Dorota,Gospodarek,Wiązowa,139,Nowy Sącz,788 696 320,59
Gabriel,Bzdęga,Leszczynowa,13,Leszno,737 502 488,78
Ada,Hejduk,Władysława Jagiełły,100,Września,794 882 936,65
Kalina,Duczmal,Bema,98,Inowrocław,+48 661 186 563,55
Dariusz,Kocaj,Stycznia,134,Nowy Targ,+48 797 053 239,67
Janina,Guściora,Żabia,110,Białystok,510 097 332,38
Elżbieta,Ambrożewicz,Kolorowa,34,Słupsk,+48 607 939 474,65
Julian,Miętus,Wolności,15,Legionowo,691 434 105,44
Anita,Gryga,Cedrowa,96,Tarnobrzeg,+48 508 171 075,49
Fabian,Prawdzik,Fabryczna,9,Dębica,783 612 002,60
Tadeusz,Wołczyk,Reja,20,Bielsko-Biała,+48 788 235 998,52
Kacper,Olewniczak,Południowa,3,Mińsk Mazowiecki,600 444 554,25
Oliwier,Pietraś,Prusa,70,Sandomierz,+48 504 496 049,34
Sebastian,Tatarek,Tylna,67,Szczytno,501 269 843,49
Kacper,Mazanek,Bociania,128,Sopot,880 107 197,64
Krystyna,Małż,Zielona,25,Zabrze,+48 22 374 30 08,46
Daniel,Hejna,Złota,115,Legionowo,32 208 30 86,31
Ada,Godyń,Rolna,89,Lubartów,+48 574 680 386,26
Albert,Ograbek,Chmielna,87,Siemianowice Śląskie,539 751 285,33
Alan,Bekus,Bałtycka,68,Otwock,+48 796 989 153,34
Nicole,Bielat,Poziomkowa,49,Ostrów Mazowiecka,726 386 833,31
Iwo,Żero,Niecała,42,Police,536 054 204,28
Ewelina,Błądek,Krakowska,71,Ełk,+48 737 815 066,57
Tomasz,Drózd,Rynek,95,Kętrzyn,724 256 045,35
Marcin,Suszko,Popiełuszki,145,Oleśnica,+48 509 256 194,72
Adrianna,Jakubaszek,Jaskółcza,74,Czeladź,884 405 847,38
Leonard,Słupik,Akacjowa,91,Bielsk Podlaski,780 121 797,61
Emil,Żołnierczyk,Tuwima,106,Żary,32 353 34 71,53
Bianka,Wons,Makowa,113,Będzin,531 884 459,63
Julian,Fronia,Zapolskiej,31,Wieluń,576 114 227,30
Blanka,Przewoźny,Spacerowa,55,Gliwice,570 989 131,56
Krystyna,Kuchciak,Fabryczna,136,Bydgoszcz,+48 884 574 308,23
Jan,Józefczak,Strażacka,21,Mława,+48 22 658 59 64,25
Marianna,Stochaj,Kusocińskiego,117,Biłgoraj,506 624 020,79
Nela,Kotala,Promienna,115,Oświęcim,+48 504 405 078,63
Monika,Bas,Mała,98,Konin,+48 884 838 310,70
Jeremi,Steciuk,Księżycowa,49,Jelenia Góra,787 236 695,68
Olga,Jerzyk,Dąbrowskiej,21,Przemyśl,660 445 047,43
Karina,Cisoń,Porzeczkowa,18,Świętochłowice,+48 725 228 235,38
Jan,Folta,Górna,132,Nowa Ruda,+48 573 109 570,24
Franciszek,Mandrysz,Częstochowska,55,Kluczbork,793 990 577,52
Róża,Jachimczak,Miła,18,Wyszków,+48 532 724 521,71
Jacek,Kazimierczyk,Bolesława Krzywoustego,69,Biała Podlaska,+48 512 578 816,54
Gabriel,Fijak,Krzywa,29,Bolesławiec,579 506 230,53
Adrianna,Rychert,Majowa,69,Wałbrzych,728 082 202,77
Alan,Związek,Leśna,81,Krosno,793 414 195,24
Anastazja,Kozieja,Robotnicza,156,Szczecin,+48 690 975 624,73
Marika,Tyma,Krańcowa,131,Koszalin,+48 538 184 862,49
Eliza,Przekop,Zaciszna,127,Katowice,502 872 058,78
Klara,Wojtiuk,Skłodowskiej-Curie,114,Luboń,22 806 29 81,47
Łukasz,Roszko,Irysowa,78,Ciechanów,22 947 36 33,36
Ignacy,Gałęza,Grottgera,130,Chełm,532 920 130,27
Bianka,Gajzler,Kolorowa,31,Gdynia,+48 795 389 913,39
Fryderyk,Nyk,Miodowa,40,Jaworzno,536 106 418,25
Janina,Dorociak,Sawickiej,50,Grudziądz,738 769 496,24
Wiktor,Galek,Grottgera,68,Września,884 020 180,62
Nikodem,Bystroń,Chmielna,119,Skierniewice,+48 724 382 161,69
Aurelia,Mosur,Zakole,42,Lubin,+48 696 716 513,64
Anita,Kaźmierczyk,Kamienna,15,Zakopane,+48 22 407 77 59,77
Tola,Sadownik,Bolesława Chrobrego,57,Warszawa,+48 22 331 86 33,79
Nicole,Zdobylak,Ceglana,9,Siedlce,+48 735 797 955,19
Przemysław,Doroz,Cicha,36,Jastrzębie-Zdrój,+48 517 329 069,48
Bianka,Organiściak,Korfantego,130,Lębork,+48 780 538 014,49
Klara,Skalik,Nowowiejska,153,Tomaszów Mazowiecki,+48 797 537 317,29
Oskar,Gumuła,Mostowa,46,Piekary Śląskie,731 218 623,52
Arkadiusz,Citko,Wojciecha,98,Oleśnica,+48 796 927 938,28
Borys,Neugebauer,Czarnieckiego,80,Mława,604 365 701,30
Szymon,Dudała,Miodowa,79,Żyrardów,+48 668 370 962,31
Sylwia,Błaszyk,Kilińskiego,94,Kraśnik,662 534 827,29
Marcelina,Leżoń,Pocztowa,136,Kluczbork,+48 606 296 662,46
Ewelina,Botor,Liliowa,5,Gorzów Wielkopolski,+48 697 815 066,32
Borys,Ziarno,Stolarska,80,Olkusz,697 286 406,52
Tymoteusz,Zmuda,Bydgoska,73,Mińsk Mazowiecki,600 861 884,69
Ryszard,Kotlarek,Okulickiego,118,Katowice,571 253 187,40
Michał,Łodyga,Wybickiego,134,Oświęcim,576 357 944,37
Maciej,Szpara,Wyzwolenia,86,Grodzisk Mazowiecki,791 464 729,58
Patryk,Kara,Okrężna,78,Łódź,+48 570 782 308,70
Maciej,Sura,Kreta,74,Czeladź,22 036 63 16,69
Nicole,Jaracz,Wiosenna,68,Dzierżoniów,+48 724 062 457,54
Dariusz,Mieszała,Korfantego,78,Dąbrowa Górnicza,+48 601 685 567,75
Adrianna,Chlebek,Srebrna,10,Wałbrzych,+48 571 932 578,47
Jacek,Jakiel,Ceglana,30,Biłgoraj,+48 32 196 50 45,59
Aleksander,Lesisz,Kosynierów,60,Czechowice-Dziedzice,32 841 55 56,65
Paweł,Capiga,Powstańców Wielkopolskich,52,Sochaczew,+48 530 915 757,52
Igor,Kuźnia,Piwna,58,Ruda Śląska,+48 22 580 20 23,52
Tymon,Bork,Mostowa,58,Zakopane,889 821 292,56
Franciszek,Pajda,Glówna,11,Stalowa Wola,+48 780 284 520,75
Nikodem,Ciuk,Śląska,33,Tczew,512 267 044,51
Iwo,Zieniewicz,Willowa,114,Częstochowa,+48 603 677 106,36
Krzysztof,Kalista,Królewska,120,Łowicz,22 577 76 77,21
Klara,Gwara,Kwiatowa,122,Krotoszyn,32 861 35 46,23
Tomasz,Kryszkiewicz,Leszczynowa,6,Poznań,+48 509 971 062,60
Ewa,Rychcik,Wiślana,100,Biała Podlaska,+48 695 954 919,30
Jeremi,Satora,Żytnia,137,Zielona Góra,+48 799 319 271,76
Mariusz,Tłuczek,Łanowa,125,Świętochłowice,+48 734 355 692,79
Sandra,Jasnoch,Kasprowicza,136,Bielsko-Biała,603 568 722,71
Michał,Żyto,Hutnicza,154,Żary,+48 579 903 118,60
Krzysztof,Kościuszko,Robotnicza,116,Zambrów,+48 575 352 608,61
Tobiasz,Laszkiewicz,Bursztynowa,24,Kwidzyn,+48 572 674 880,18
Stefan,Czubaj,Środkowa,104,Elbląg,+48 796 302 528,19
Olgierd,Biesek,Skargi,101,Ostróda,+48 507 136 040,78
Leon,Bernatowicz,Złota,48,Czechowice-Dziedzice,697 538 922,31
Mieszko,Osipowicz,Ciasna,20,Siemianowice Śląskie,+48 537 824 785,37
Maksymilian,Heczko,Urocza,147,Inowrocław,+48 785 077 281,49
Franciszek,Rząd,Agrestowa,151,Jawor,+48 883 722 496,71
Marianna,Godyń,Dworska,84,Kielce,+48 531 594 583,72
Damian,Damps,Asnyka,94,Łowicz,22 254 52 83,66
Kalina,Górkiewicz,Partyzantów,115,Zielona Góra,880 658 947,53
Marcel,Rode,Browarna,68,Żory,692 267 134,49
Nicole,Ryguła,Dolna,159,Luboń,696 326 236,35
Natan,Pakosz,Broniewskiego,153,Lublin,+48 662 919 876,35
Melania,Kolarczyk,Fabryczna,63,Wałbrzych,+48 695 692 444,74
Gustaw,Zbrożek,Jana Pawła II,11,Giżycko,+48 22 689 82 97,48
Kamil,Bodziony,Ludowa,108,Opole,530 272 980,61
Oskar,Fijoł,Hutnicza,35,Piła,+48 738 423 608,26
Sebastian,Linda,Jasna,66,Świętochłowice,+48 732 044 298,60
Ewa,Cudzich,Strumykowa,86,Bydgoszcz,+48 727 112 767,76
Krystyna,Kiepas,Jana III Sobieskiego,156,Legionowo,22 168 16 86,60
Hubert,Wojtera,Radosna,6,Reda,+48 577 549 805,27
Tadeusz,Droździel,Wieniawskiego,38,Jastrzębie-Zdrój,786 464 242,60
Apolonia,Drygała,Górska,31,Kościan,+48 22 402 93 68,30
Blanka,Godzisz,Skłodowskiej-Curie,142,Iława,+48 32 599 17 61,74
Nela,Kwapisiewicz,Wierzbowa,23,Wieluń,721 354 536,49
Filip,Nasiadka,Krucza,52,Gliwice,+48 888 457 559,34
Maksymilian,Żakiewicz,Ściegiennego,7,Bielsk Podlaski,+48 732 302 364,68
Alex,Borczyk,Podmiejska,76,Elbląg,787 964 238,18
Maurycy,Dorobisz,Powstańców Wielkopolskich,81,Tarnowskie Góry,+48 514 181 910,20
Krystian,Liedtke,Browarna,85,Żywiec,690 302 794,33
Sandra,Pyziak,Żytnia,154,Wągrowiec,518 158 969,44
Damian,Deryło,Malczewskiego,110,Nysa,+48 795 296 417,37
Michał,Burzec,Leszczynowa,111,Kościerzyna,22 346 11 83,74
Bartek,Ziegler,Pałacowa,21,Puławy,798 707 489,25
Szymon,Michnik,Mazowiecka,86,Białogard,+48 606 409 677,77
Sandra,Misiaszek,Toruńska,138,Brzeg,+48 604 108 114,57
Dominik,Dobrosz,Jaśminowa,31,Bielawa,+48 888 595 445,63
Tymon,Chorążewicz,Źródlana,76,Ostrowiec Świętokrzyski,22 089 46 03,22
Elżbieta,Koniecko,Zakątek,8,Otwock,+48 795 619 817,27
Tymoteusz,Drobek,Szymanowskiego,6,Bielsko-Biała,+48 782 412 642,39
Krystian,Kafel,Wybickiego,130,Dzierżoniów,+48 695 169 594,33
Dagmara,Grygorowicz,Boczna,76,Jawor,609 424 889,48
Olaf,Kubanek,Kaliska,127,Swarzędz,+48 577 254 184,28
Sara,Giers,Magnoliowa,118,Piekary Śląskie,786 728 935,24
Kajetan,Sawko,Orzechowa,105,Racibórz,884 904 631,20
Bianka,Wołczyk,Nowa,13,Białogard,+48 795 849 788,22
Jerzy,Rubaj,Dolna,147,Białogard,+48 530 581 827,38
Monika,Ciastek,Dębowa,103,Legionowo,782 226 207,54
Radosław,Dulas,Sucharskiego,135,Pruszków,721 695 157,49
Jerzy,Pyc,Pszenna,31,Świnoujście,739 763 930,66
Konrad,Kopyto,Dąbrowskiego,15,Luboń,+48 600 537 318,37
Liwia,Strama,Maja,148,Konin,690 561 855,58
Aurelia,Podsiadła,Orkana,130,Biała Podlaska,+48 735 432 841,67
Robert,Zmuda,Piekarska,77,Oświęcim,888 931 488,77
Kazimierz,Hein,Głowackiego,96,Żory,+48 507 499 254,70
Krzysztof,Franków,Poznańska,152,Nowy Targ,690 764 131,68
Malwina,Drózd,Radosna,144,Świecie,+48 723 671 996,60
Michał,Lazarek,Grabowa,155,Gniezno,694 064 313,78
Alex,Kolka,Poznańska,147,Zawiercie,600 331 604,33
Adrianna,Gąbka,Długosza,91,Wałbrzych,+48 783 375 218,34
Karina,Kolka,Ludowa,4,Będzin,785 987 820,79
Michał,Kuba,Krasińskiego,152,Żywiec,698 571 793,34
Ernest,Zeman,Willowa,130,Żagań,737 313 730,38
Maksymilian,Nalewajko,Chopina,3,Sopot,787 186 882,57
Tymon,Rolek,Opolska,89,Jarocin,531 669 242,62
Tobiasz,Juras,Sybiraków,96,Racibórz,+48 502 630 197,39
Łukasz,Osada,Księżycowa,86,Przemyśl,881 168 967,44
Norbert,Samulak,Zdrojowa,149,Bielsko-Biała,791 629 305,29
Maks,Dębniak,Świerczewskiego,158,Jastrzębie-Zdrój,798 771 829,31
Józef,Pudełek,Wiśniowa,99,Mielec,+48 515 447 709,44
Adam,Słyk,Krótka,8,Łódź,+48 664 429 822,33
Jakub,Kołaczek,Skargi,58,Mława,+48 572 308 988,26
Igor,Calik,Jagodowa,159,Czerwionka-Leszczyny,663 223 707,49
Ada,Stein,Długosza,86,Nowy Targ,602 641 056,44
Kornelia,Bakalarczyk,Sybiraków,158,Sieradz,500 602 377,22
Eryk,Stępak,Narcyzowa,63,Ruda Śląska,+48 602 071 236,60
Łukasz,Kala,Przemysłowa,49,Luboń,664 692 944,22
Stanisław,Starostka,Korczaka,91,Augustów,+48 32 273 48 40,22
Adam,Białach,Poniatowskiego,17,Biłgoraj,32 448 95 32,19
Marika,Gładka,Towarowa,110,Bytom,+48 530 357 196,60
Dominik,Piechura,Brzozowa,84,Nowy Targ,733 836 511,75
Jerzy,Wysota,Zielna,146,Goleniów,531 715 497,77
Gabriel,Tryka,Powstańców Śląskich,2,Wieluń,+48 578 271 612,75
Ewa,Łaś,Letnia,48,Kraków,669 608 799,62
Jeremi,Kuzior,Głogowa,29,Tomaszów Mazowiecki,602 079 224,65
Emil,Gąszczak,Śląska,113,Ostrowiec Świętokrzyski,+48 882 777 152,61
Ryszard,Kosiec,Nałkowskiej,59,Nowy Sącz,+48 734 293 392,76
Anna Maria,Prucnal,Andersa,122,Gorzów Wielkopolski,+48 519 076 874,37
Marianna,Bondyra,Zbożowa,25,Wodzisław Śląski,22 050 78 62,76
Mikołaj,Proć,Kopernika,29,Koszalin,+48 32 992 12 76,41
Stefan,Krępa,Podmiejska,69,Cieszyn,785 136 959,37
Gustaw,Krajniak,Waryńskiego,101,Świnoujście,+48 793 813 286,34
Urszula,Olas,Irysowa,47,Dzierżoniów,+48 504 484 883,46
Kalina,Kalarus,Rubinowa,29,Rybnik,+48 607 149 599,40
Gustaw,Stebel,Starowiejska,141,Konin,730 299 602,64
Cezary,Stuglik,Wyspiańskiego,38,Świnoujście,+48 506 208 408,29
Ernest,Herbut,Letnia,150,Bielsko-Biała,+48 32 386 63 17,61
Bartek,Dzierżak,Rzemieślnicza,46,Elbląg,571 200 398,57
Ignacy,Watras,Tysiąclecia,61,Racibórz,502 252 617,57
Ryszard,Wajdzik,Kolejowa,6,Żory,509 164 907,49
Eryk,Kadela,Lazurowa,141,Skarżysko-Kamienna,+48 791 293 065,26
Igor,Łachacz,Topolowa,72,Kościan,+48 32 738 13 91,67
Klara,Sapeta,Poniatowskiego,63,Rybnik,+48 514 199 796,20
Leonard,Szczepaniuk,Nowowiejska,152,Ostrów Wielkopolski,669 976 742,52
Stefan,Szczot,Handlowa,6,Kraśnik,517 057 733,22
Tola,Majzner,Radosna,50,Ząbki,+48 798 321 838,28
Albert,Kałwa,Słowackiego,81,Cieszyn,32 880 61 64,32
Karol,Zapora,Browarna,88,Rzeszów,604 350 435,43
Sebastian,Małyszek,Krokusowa,139,Białogard,600 654 438,40
Radosław,Thiel,Bukowa,114,Włocławek,+48 690 515 374,23
Krystyna,Mielke,Żwirowa,12,Chorzów,+48 22 862 68 07,74
Ignacy,Hołysz,Staszica,104,Gorlice,+48 22 375 94 81,80
Agnieszka,Miodek,Boczna,25,Lubartów,578 118 873,35
Witold,Putek,Kazimierza Wielkiego,64,Myszków,661 034 561,57
Justyna,Miros,Magnoliowa,103,Gdańsk,+48 605 639 449,80
Norbert,Majewicz,Fabryczna,7,Wyszków,+48 606 245 016,71
Malwina,Kurtyka,Daleka,4,Świebodzice,+48 32 180 07 69,64
Tymon,Henke,Korfantego,5,Bolesławiec,513 850 677,56
Piotr,Krüger,Klasztorna,61,Szczytno,+48 607 697 612,33
Elżbieta,Kusek,Lotnicza,111,Ciechanów,+48 573 786 785,70
Kornelia,Chwedczuk,Agrestowa,40,Kutno,606 624 423,60
Stanisław,Zadora,Myśliwska,16,Mława,+48 536 658 223,65
Adrianna,Becker,Nałkowskiej,114,Mysłowice,539 110 893,67
Adrian,Stróż,Słowackiego,40,Jasło,510 283 724,53
Aniela,Łachacz,Wąska,69,Bełchatów,+48 508 731 145,25
Gaja,Pietryga,Tulipanowa,81,Brzeg,724 438 634,25
Urszula,Makaruk,Bolesława Krzywoustego,44,Białogard,507 399 045,76
Sebastian,Arendarczyk,Wilcza,154,Wyszków,536 012 888,37
Ryszard,Szmagaj,Listopada,36,Czechowice-Dziedzice,518 658 114,34
Józef,Dyś,Brzechwy,76,Sandomierz,668 151 508,62
Kazimierz,Bazyluk,Skargi,92,Żary,+48 884 898 921,33
Apolonia,Cyrulik,Fabryczna,87,Ostróda,695 798 824,67
Jan,Mądrzak,Konopnickiej,10,Nysa,692 193 164,80
Aleks,Konrad,Irysowa,139,Świętochłowice,503 662 062,66
Kazimierz,Kózka,Wysoka,88,Krotoszyn,+48 697 089 649,66
Borys,Krysik,Źródlana,55,Wrocław,609 805 305,18
Dariusz,Buczko,Mieszka I,105,Radomsko,+48 505 556 515,50
Wiktor,Wacławiak,Rynek,125,Gdańsk,+48 576 327 891,73
Miłosz,Kuran,Sawickiej,60,Skierniewice,+48 782 077 078,40
Jan,Drewa,Morska,94,Skierniewice,+48 501 081 340,59
Julianna,Strzyż,Kossaka,33,Kędzierzyn-Koźle,+48 736 831 078,68
Natan,Mich,Niecała,63,Suwałki,515 189 687,32
Igor,Nieroda,Wiązowa,107,Warszawa,+48 780 015 346,73
Juliusz,Zmyślony,Sokola,147,Kościerzyna,797 440 963,40
Eryk,Kamyk,Mała,154,Kwidzyn,502 310 226,72
Eliza,Durma,Słonecznikowa,89,Sochaczew,+48 508 872 415,20
Rozalia,Knapek,Widokowa,16,Koło,+48 22 152 99 22,45
Ksawery,Chadaj,Mickiewicza,107,Śrem,881 366 830,53
Gaja,Żbik,Bursztynowa,96,Głogów,+48 603 347 156,24
Łukasz,Słaba,Wiązowa,44,Czechowice-Dziedzice,783 956 831,33
Stefan,Młyńczak,Działkowa,57,Kościerzyna,883 002 028,26
Rozalia,Migała,Jagiellońska,18,Biała Podlaska,783 259 742,57
Mieszko,Baś,Ptasia,106,Biłgoraj,723 778 768,26
Antoni,Stachelek,Żeromskiego,39,Luboń,32 739 53 04,78
Karol,Tyniec,Borowa,71,Białogard,+48 538 627 798,45
Angelika,Wijata,Baczynskiego,61,Ruda Śląska,32 244 00 15,51
Mateusz,Matela,Hallera,120,Gliwice,578 603 093,75
Gaja,Ciuba,Malinowa,113,Bochnia,+48 530 207 741,69
Marianna,Daniec,Olchowa,129,Legionowo,731 541 836,29
Jacek,Grupa,Morelowa,121,Żagań,722 652 202,77
Ada,Haremza,Kościelna,140,Piła,+48 22 079 36 98,80
Natasza,Kazimierczyk,Szpitalna,155,Skierniewice,+48 607 648 949,65
Ignacy,Noculak,Nowowiejska,28,Bartoszyce,+48 22 790 02 08,50
Anna Maria,Goj,Młynarska,154,Kraków,+48 734 816 091,49
Borys,Kramer,Maja,90,Iława,577 239 117,23
Natasza,Matyjas,Zakątek,131,Stalowa Wola,+48 782 850 988,52
Natan,Gamoń,Stycznia,36,Oświęcim,736 573 234,55
Julita,Budner,Cisowa,68,Swarzędz,+48 510 392 215,53
Mikołaj,Srokosz,Kaliska,151,Przemyśl,+48 663 760 149,18
Malwina,Przewoźna,Długosza,141,Wałbrzych,577 237 984,30
Fryderyk,Rozum,Reymonta,139,Bytom,+48 573 083 716,61
Ewelina,Ruszczak,Solidarnosci,19,Zielona Góra,780 973 050,67
Karol,Pinda,Cmentarna,8,Bartoszyce,668 444 823,74
Sandra,Mizgała,Jagodowa,149,Nowy Sącz,722 308 038,50
Jacek,Pacholczak,Porzeczkowa,2,Legionowo,32 604 80 41,64
Konrad,Pietraś,Staszica,30,Dzierżoniów,+48 32 986 09 49,37
Hubert,Kroczak,Kaszubska,81,Polkowice,669 322 457,47
Sonia,Szczesiak,Kielecka,2,Jarosław,+48 517 704 784,19
Natan,Pinda,Jana III Sobieskiego,73,Tomaszów Mazowiecki,579 327 306,62
Borys,Cacko,Żwirowa,77,Kalisz,+48 607 046 687,22
Tomasz,Bernard,Morska,46,Puławy,721 560 856,30
Fryderyk,Fiołek,Kilińskiego,27,Szczecin,728 329 561,72
Wojciech,Serwach,Kościuszki,122,Grudziądz,573 329 040,53
Przemysław,Szott,Klonowa,119,Skarżysko-Kamienna,+48 510 225 442,64
Tola,Rajda,Kaszubska,82,Dębica,+48 693 148 969,49
Kacper,Gałęza,Nadbrzeżna,85,Łaziska Górne,734 392 728,18
Aurelia,Potoczna,Wypoczynkowa,62,Bełchatów,+48 665 919 972,71
Ernest,Graboń,Kołłątaja,41,Dzierżoniów,+48 516 714 884,74
Cezary,Mikołajewicz,Chopina,14,Dębica,505 179 561,70
Marcelina,Dytko,Północna,65,Czeladź,514 481 477,27
Ada,Bryczek,Rataja,95,Chełm,789 210 732,77
Anna Maria,Kazana,Armii Krajowej,45,Jaworzno,+48 605 305 628,63
Hubert,Mydlak,Bałtycka,77,Jastrzębie-Zdrój,+48 532 498 516,57
Klara,Roczniak,Reja,9,Świętochłowice,+48 22 409 90 73,44
Marek,Husak,Zacisze,3,Oława,882 985 974,69
Emil,Kuban,Letniskowa,87,Zgierz,732 474 963,53
Damian,Kłosowicz,Szpitalna,35,Legnica,+48 32 786 21 50,66
Oskar,Jarka,Promienna,147,Jaworzno,+48 665 179 802,70
Tymoteusz,Miszta,Poznańska,33,Pabianice,+48 514 071 521,49
Mariusz,Wiekiera,Floriana,106,Będzin,575 280 742,70
Krystyna,Janasz,Popiełuszki,109,Gdańsk,+48 22 315 75 88,22
Alan,Wicha,Tylna,55,Włocławek,+48 533 603 166,19
Justyna,Raczkiewicz,Kopernika,99,Dąbrowa Górnicza,884 564 718,68
Kaja,Turlej,Morelowa,58,Płock,737 331 025,33
Cyprian,Krężołek,Pałacowa,57,Głogów,+48 788 712 710,64
Aleks,Klus,Paderewskiego,16,Żagań,+48 697 080 479,38
Iwo,Duszkiewicz,Kolejowa,133,Reda,518 592 190,28
Nikodem,Majzner,Paderewskiego,71,Otwock,+48 884 003 536,48
Cezary,Husak,Konopnickiej,125,Bielsk Podlaski,+48 539 851 810,44
Kornel,Mesjasz,Pocztowa,114,Gdańsk,609 947 221,45
Cezary,Pilipczuk,Morska,87,Żory,796 543 127,32
